Sum of Age,Sum of CommuteDistance,CommuteMode,Dept,EduLevel,Count of EmpID,EmpType,Gender,Sum of Experience,haveOT,JobLevel,Sum of JobSatisfaction,MaritalStatus,Sum of NumCompanies,Sum of NumReports,Sum of PhysicalActivityHours,Sum of SleepHours,Sum of Stress,Sum of TeamSize,Sum of TrainingHoursPerYear,Sum of WLB,Sum of WorkEnv,Sum of Workload
40,16,Public Transport,Operations,Bachelor,1,Full-Time,Other,9,FALSE,Senior,4,Single,6,3,2,6,1,15,44,5,1,5
45,9,Public Transport,Operations,Bachelor,1,Full-Time,Other,23,TRUE,Mid,4,Single,7,0,2,6,1,14,42,5,4,2
54,16,Public Transport,Operations,Bachelor,1,Full-Time,Other,13,TRUE,Senior,4,Single,10,2,1,6,2,16,46,4,4,2
24,28,Public Transport,Operations,Bachelor,1,Part-Time,Female,2,FALSE,Junior,4,Married,0,0,3,9,1,6,21,1,1,1
55,35,Public Transport,Operations,Bachelor,2,Part-Time,Female,11,FALSE,Junior,6,Single,3,0,3,12,6,16,45,3,8,7
107,27,Public Transport,Operations,Bachelor,2,Part-Time,Female,29,FALSE,Lead,9,Married,20,13,4,15,6,48,114,7,8,6
40,27,Public Transport,Operations,Bachelor,1,Part-Time,Female,9,FALSE,Lead,1,Single,6,6,3,6,4,22,54,4,1,4
38,13,Public Transport,Operations,Bachelor,1,Part-Time,Female,3,FALSE,Mid,3,Married,5,0,2,7,2,13,32,2,5,3
30,24,Public Transport,Operations,Bachelor,1,Part-Time,Female,8,FALSE,Senior,5,Divorced,2,1,2,10,1,24,44,5,1,4
109,61,Public Transport,Operations,Bachelor,3,Part-Time,Female,36,FALSE,Senior,5,Married,13,13,6,17,8,61,138,13,8,14
53,8,Public Transport,Operations,Bachelor,1,Part-Time,Female,26,TRUE,Lead,3,Married,10,9,1,7,1,21,63,1,3,3
38,22,Public Transport,Operations,Bachelor,1,Part-Time,Female,16,TRUE,Senior,2,Married,5,9,3,7,1,25,48,4,3,2
52,35,Public Transport,Operations,Bachelor,2,Part-Time,Male,8,FALSE,Junior,5,Single,2,0,5,12,2,13,44,7,6,8
60,11,Public Transport,Operations,Bachelor,1,Part-Time,Male,1,FALSE,Lead,4,Divorced,12,7,3,10,1,24,50,3,1,4
58,15,Public Transport,Operations,Bachelor,1,Part-Time,Male,6,FALSE,Lead,4,Married,12,5,2,9,1,21,53,5,5,2
31,21,Public Transport,Operations,Bachelor,1,Part-Time,Male,9,FALSE,Mid,5,Married,3,0,2,8,3,10,34,5,1,1
40,7,Public Transport,Operations,Bachelor,1,Part-Time,Male,12,FALSE,Mid,4,Single,6,0,2,6,1,10,36,5,4,2
94,40,Public Transport,Operations,Bachelor,2,Part-Time,Male,30,FALSE,Senior,8,Married,16,11,4,14,4,41,94,5,8,3
35,26,Public Transport,Operations,Bachelor,1,Part-Time,Male,13,FALSE,Senior,4,Single,4,7,3,6,3,25,46,4,5,3
24,26,Public Transport,Operations,Bachelor,1,Part-Time,Male,2,TRUE,Mid,4,Single,0,0,2,7,1,12,31,4,5,4
36,11,Public Transport,Operations,Bachelor,1,Part-Time,Male,4,TRUE,Senior,3,Divorced,4,3,2,6,1,19,42,2,3,2
67,22,Public Transport,Operations,Bachelor,2,Part-Time,Male,17,TRUE,Senior,6,Single,7,9,3,15,2,33,89,7,9,4
42,17,Public Transport,Operations,Bachelor,1,Part-Time,Other,20,TRUE,Lead,5,Single,6,8,2,6,1,28,60,5,5,2
45,26,Public Transport,Operations,High School,2,Full-Time,Female,1,FALSE,Intern/Fresher,6,Single,0,0,3,15,2,52,20,4,7,7
45,28,Public Transport,Operations,High School,2,Full-Time,Female,1,FALSE,Junior,9,Single,0,0,5,15,2,12,40,7,8,2
23,8,Public Transport,Operations,High School,1,Full-Time,Female,1,TRUE,Junior,1,Single,0,0,5,8,3,8,20,4,3,4
46,27,Public Transport,Operations,High School,2,Full-Time,Male,2,FALSE,Intern/Fresher,7,Single,0,0,2,16,2,46,20,6,7,7
99,77,Public Transport,Operations,High School,4,Full-Time,Male,11,FALSE,Junior,13,Single,2,0,7,28,4,33,86,14,9,14
24,15,Public Transport,Operations,High School,1,Full-Time,Male,2,TRUE,Junior,3,Single,0,0,2,7,1,5,21,5,1,5
23,22,Public Transport,Operations,High School,1,Full-Time,Other,1,FALSE,Intern/Fresher,1,Single,0,0,2,5,4,29,10,2,4,5
23,15,Public Transport,Operations,High School,1,Part-Time,Female,1,FALSE,Junior,4,Single,0,0,2,8,1,8,20,5,1,4
53,16,Public Transport,Operations,Master,1,Contract,Male,10,FALSE,Senior,4,Married,10,6,2,7,1,23,45,3,3,1
33,29,Public Transport,Operations,Master,1,Contract,Other,11,TRUE,Mid,4,Single,3,0,3,7,1,11,36,3,5,5
73,42,Public Transport,Operations,Master,2,Full-Time,Female,25,FALSE,Mid,8,Married,9,0,6,15,2,22,72,10,10,4
76,29,Public Transport,Operations,Master,2,Full-Time,Female,14,FALSE,Senior,6,Married,10,16,6,14,2,39,87,9,7,10
37,9,Public Transport,Operations,Master,1,Full-Time,Male,3,FALSE,Senior,5,Divorced,5,4,4,7,4,22,42,3,4,3
163,56,Public Transport,Operations,Master,4,Full-Time,Male,53,FALSE,Senior,14,Married,23,23,7,27,6,85,185,7,10,12
33,21,Public Transport,Operations,Master,1,Full-Time,Other,1,FALSE,Mid,4,Single,3,0,2,8,1,15,30,4,3,1
32,11,Public Transport,Operations,Master,1,Full-Time,Other,2,FALSE,Senior,3,Single,3,7,2,7,3,16,41,4,4,1
54,28,Public Transport,Operations,Master,1,Part-Time,Female,27,FALSE,Lead,4,Divorced,10,1,3,8,1,26,64,2,2,3
38,13,Public Transport,Operations,Master,1,Part-Time,Female,16,TRUE,Mid,3,Single,5,0,2,5,1,14,38,5,4,4
31,12,Public Transport,Operations,Master,1,Part-Time,Male,9,FALSE,Senior,3,Married,3,1,2,7,2,19,44,3,3,3
103,20,Public Transport,Operations,PhD,2,Full-Time,Female,19,FALSE,Lead,5,Married,19,10,3,12,2,48,110,3,8,8
48,29,Public Transport,Operations,PhD,1,Full-Time,Other,7,FALSE,Lead,4,Single,8,9,1,8,3,30,54,3,1,2
50,7,Public Transport,Operations,PhD,1,Part-Time,Other,9,FALSE,Lead,3,Single,9,5,0,5,1,23,54,2,1,3
74,31,Public Transport,Sales,Bachelor,2,Contract,Female,25,FALSE,Senior,6,Married,9,3,6,11,6,34,92,9,6,5
54,24,Public Transport,Sales,Bachelor,1,Contract,Female,10,TRUE,Lead,4,Married,10,4,1,7,1,22,55,4,5,2
36,10,Public Transport,Sales,Bachelor,1,Contract,Female,14,TRUE,Mid,1,Married,4,0,2,8,1,11,37,5,1,5
82,35,Public Transport,Sales,Bachelor,2,Contract,Male,17,FALSE,Senior,5,Single,12,10,2,15,8,36,88,2,3,5
23,7,Public Transport,Sales,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,5,Single,0,0,3,6,1,28,10,2,5,1
28,19,Public Transport,Sales,Bachelor,1,Full-Time,Female,6,FALSE,Junior,2,Single,2,0,1,7,2,7,23,4,4,4
44,17,Public Transport,Sales,Bachelor,1,Full-Time,Female,11,FALSE,Lead,4,Married,7,2,2,5,2,21,56,4,5,5
40,23,Public Transport,Sales,Bachelor,1,Full-Time,Female,2,FALSE,Mid,2,Married,6,0,4,7,1,13,31,2,3,1
28,15,Public Transport,Sales,Bachelor,1,Full-Time,Female,4,FALSE,Mid,5,Single,2,0,2,7,2,15,32,5,3,5
158,46,Public Transport,Sales,Bachelor,4,Full-Time,Female,58,FALSE,Senior,18,Married,23,16,5,30,8,70,190,11,10,9
94,58,Public Transport,Sales,Bachelor,3,Full-Time,Female,28,FALSE,Senior,10,Single,9,15,6,21,3,59,134,13,9,6
25,17,Public Transport,Sales,Bachelor,1,Full-Time,Female,3,TRUE,Junior,2,Single,1,0,1,7,2,10,22,3,3,5
106,44,Public Transport,Sales,Bachelor,3,Full-Time,Female,39,TRUE,Mid,10,Married,13,0,3,19,7,36,110,7,9,12
58,10,Public Transport,Sales,Bachelor,1,Full-Time,Male,1,FALSE,Lead,4,Divorced,12,1,3,6,2,29,50,5,3,3
73,53,Public Transport,Sales,Bachelor,2,Full-Time,Male,13,FALSE,Mid,8,Married,9,0,1,12,2,26,67,10,6,2
26,16,Public Transport,Sales,Bachelor,1,Full-Time,Male,4,FALSE,Mid,5,Single,1,0,3,8,2,14,32,3,2,3
32,19,Public Transport,Sales,Bachelor,1,Full-Time,Male,3,FALSE,Senior,4,Divorced,3,1,3,6,1,25,42,4,2,2
111,46,Public Transport,Sales,Bachelor,2,Full-Time,Male,14,FALSE,Senior,7,Married,21,11,4,15,6,38,86,6,7,5
24,28,Public Transport,Sales,Bachelor,1,Full-Time,Male,2,TRUE,Mid,4,Single,0,0,2,8,1,15,31,5,2,2
31,17,Public Transport,Sales,Bachelor,1,Full-Time,Male,7,TRUE,Senior,4,Divorced,3,2,2,6,1,23,44,5,2,1
31,7,Public Transport,Sales,Bachelor,1,Full-Time,Male,9,TRUE,Senior,2,Single,3,7,0,7,1,19,44,2,3,3
22,24,Public Transport,Sales,Bachelor,1,Full-Time,Other,0,FALSE,Junior,4,Single,0,0,1,8,3,6,20,4,5,3
70,37,Public Transport,Sales,Bachelor,2,Full-Time,Other,17,FALSE,Senior,8,Single,8,3,4,14,2,34,89,3,9,5
22,19,Public Transport,Sales,Bachelor,1,Part-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,3,7,3,21,10,5,4,2
25,21,Public Transport,Sales,Bachelor,1,Part-Time,Female,3,FALSE,Junior,4,Married,1,0,1,7,1,9,22,5,3,5
75,65,Public Transport,Sales,Bachelor,3,Part-Time,Female,9,FALSE,Junior,9,Single,2,0,6,22,6,29,64,7,5,9
51,26,Public Transport,Sales,Bachelor,1,Part-Time,Female,20,FALSE,Lead,4,Married,9,2,3,8,1,21,60,4,1,3
35,9,Public Transport,Sales,Bachelor,1,Part-Time,Female,13,FALSE,Mid,3,Married,4,0,3,6,1,15,36,4,3,1
62,24,Public Transport,Sales,Bachelor,2,Part-Time,Female,14,FALSE,Mid,7,Single,6,0,3,16,5,23,67,9,5,3
52,17,Public Transport,Sales,Bachelor,1,Part-Time,Female,16,FALSE,Senior,3,Divorced,10,4,2,7,1,22,48,2,1,5
38,17,Public Transport,Sales,Bachelor,1,Part-Time,Female,16,FALSE,Senior,1,Single,5,9,1,5,4,22,48,2,2,2
31,16,Public Transport,Sales,Bachelor,1,Part-Time,Female,5,TRUE,Mid,3,Married,3,0,2,9,1,13,32,1,1,2
48,51,Public Transport,Sales,Bachelor,2,Part-Time,Male,4,FALSE,Junior,7,Single,1,0,3,13,3,17,42,4,7,2
32,19,Public Transport,Sales,Bachelor,1,Part-Time,Male,10,FALSE,Mid,3,Married,3,0,0,7,1,10,35,3,3,1
65,43,Public Transport,Sales,Bachelor,2,Part-Time,Male,18,FALSE,Mid,8,Single,6,0,6,13,4,27,69,6,8,8
24,22,Public Transport,Sales,Bachelor,1,Part-Time,Other,2,FALSE,Junior,3,Single,0,0,1,8,1,7,21,2,4,3
31,15,Public Transport,Sales,Bachelor,1,Part-Time,Other,9,FALSE,Mid,2,Single,3,0,1,7,1,10,34,3,1,3
31,23,Public Transport,Sales,Bachelor,1,Part-Time,Other,9,FALSE,Senior,5,Single,3,4,2,7,1,18,44,4,4,3
24,16,Public Transport,Sales,High School,1,Contract,Female,2,FALSE,Junior,2,Single,0,0,1,7,2,8,21,3,5,2
22,23,Public Transport,Sales,High School,1,Full-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,4,6,2,22,10,4,2,3
50,29,Public Transport,Sales,High School,2,Part-Time,Male,6,FALSE,Junior,6,Single,2,0,5,14,2,16,43,9,3,5
49,34,Public Transport,Sales,High School,2,Part-Time,Male,5,TRUE,Junior,4,Single,1,0,3,12,2,11,42,4,3,5
53,17,Public Transport,Sales,Master,1,Contract,Male,7,FALSE,Lead,4,Divorced,10,3,2,7,1,22,54,5,5,1
42,11,Public Transport,Sales,Master,1,Contract,Male,5,TRUE,Mid,4,Married,6,0,1,9,1,12,32,2,5,1
96,47,Public Transport,Sales,Master,2,Full-Time,Female,47,FALSE,Senior,6,Married,17,15,5,16,2,35,104,8,6,7
37,5,Public Transport,Sales,Master,1,Full-Time,Female,15,FALSE,Senior,5,Single,5,6,3,8,2,22,48,5,3,3
50,14,Public Transport,Sales,Master,1,Full-Time,Female,14,TRUE,Senior,3,Married,9,6,2,6,1,18,47,4,3,2
59,28,Public Transport,Sales,Master,1,Full-Time,Male,7,FALSE,Lead,5,Married,12,8,2,6,1,28,54,3,4,4
25,17,Public Transport,Sales,Master,1,Full-Time,Male,3,FALSE,Mid,4,Single,1,0,2,8,4,14,32,3,2,2
35,21,Public Transport,Sales,Master,1,Full-Time,Male,13,FALSE,Senior,3,Married,4,6,4,7,1,17,46,4,5,5
34,11,Public Transport,Sales,Master,1,Part-Time,Female,12,FALSE,Senior,3,Married,4,4,1,5,1,15,46,1,5,3
66,21,Public Transport,Sales,Master,2,Part-Time,Male,22,FALSE,Senior,8,Married,7,7,4,14,2,37,90,7,6,6
35,9,Public Transport,Sales,Master,1,Part-Time,Male,13,FALSE,Senior,4,Single,4,7,1,8,1,22,46,5,2,1
33,24,Public Transport,Sales,Master,1,Part-Time,Male,7,TRUE,Senior,3,Single,3,9,1,7,4,23,44,3,2,3
22,1,Walk,Customer Service,Bachelor,1,Full-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,4,8,1,24,10,5,1,2
57,2,Walk,Customer Service,Bachelor,2,Full-Time,Female,13,FALSE,Junior,8,Single,4,0,3,18,5,15,47,5,5,8
38,2,Walk,Customer Service,Bachelor,1,Full-Time,Female,16,FALSE,Senior,4,Married,5,9,2,6,3,20,48,2,4,2
29,1,Walk,Customer Service,Bachelor,1,Full-Time,Male,5,FALSE,Junior,4,Married,2,0,2,8,1,9,22,3,3,5
41,1,Walk,Customer Service,Bachelor,1,Full-Time,Male,13,FALSE,Mid,3,Married,6,0,2,7,1,11,36,2,4,3
24,2,Walk,Customer Service,Bachelor,1,Part-Time,Male,2,FALSE,Junior,4,Single,0,0,2,8,3,10,21,4,5,5
39,1,Walk,Customer Service,Bachelor,1,Part-Time,Male,17,TRUE,Mid,1,Married,5,0,3,7,1,15,38,1,2,4
58,2,Walk,Customer Service,Bachelor,1,Part-Time,Other,2,FALSE,Lead,5,Single,12,8,1,7,1,24,51,5,5,1
31,1,Walk,Customer Service,Master,1,Full-Time,Male,9,FALSE,Senior,5,Divorced,3,2,1,7,3,20,44,2,2,1
55,2,Walk,Customer Service,PhD,1,Full-Time,Female,16,FALSE,Lead,4,Divorced,11,8,2,8,1,21,58,2,2,1
44,1,Walk,Customer Service,PhD,1,Part-Time,Male,5,FALSE,Lead,4,Single,7,1,2,8,1,28,52,1,1,2
40,2,Walk,Finance,Bachelor,1,Contract,Female,8,FALSE,Mid,4,Divorced,6,0,4,7,1,13,34,4,4,4
29,2,Walk,Finance,Bachelor,1,Contract,Female,7,FALSE,Mid,5,Single,2,0,3,6,1,10,34,1,3,3
35,2,Walk,Finance,Bachelor,1,Contract,Female,13,FALSE,Senior,4,Married,4,5,2,7,1,16,46,1,3,2
29,1,Walk,Finance,Bachelor,1,Contract,Female,7,TRUE,Junior,2,Single,2,0,3,8,3,5,24,1,3,3
22,2,Walk,Finance,Bachelor,1,Contract,Male,0,FALSE,Junior,4,Single,0,0,0,7,2,10,20,3,1,2
23,2,Walk,Finance,Bachelor,1,Contract,Other,1,FALSE,Junior,4,Single,0,0,1,5,3,10,20,5,4,4
34,1,Walk,Finance,Bachelor,1,Contract,Other,12,FALSE,Mid,3,Single,4,0,1,7,4,12,36,4,1,3
22,1,Walk,Finance,Bachelor,1,Full-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,2,7,1,30,10,4,3,2
52,4,Walk,Finance,Bachelor,2,Full-Time,Female,7,FALSE,Junior,9,Single,2,0,2,17,4,16,43,9,8,6
69,3,Walk,Finance,Bachelor,2,Full-Time,Female,14,FALSE,Mid,5,Married,7,0,4,12,4,29,67,6,3,5
85,4,Walk,Finance,Bachelor,3,Full-Time,Female,19,FALSE,Mid,12,Single,5,0,7,22,8,39,100,11,9,9
48,1,Walk,Finance,Bachelor,1,Full-Time,Female,15,FALSE,Senior,4,Divorced,8,8,2,7,1,24,48,5,1,1
147,6,Walk,Finance,Bachelor,4,Full-Time,Female,47,FALSE,Senior,14,Married,18,25,10,27,6,93,184,12,8,5
31,2,Walk,Finance,Bachelor,1,Full-Time,Female,2,FALSE,Senior,4,Single,3,8,3,7,1,24,41,3,3,5
56,2,Walk,Finance,Bachelor,1,Full-Time,Female,12,TRUE,Lead,3,Married,11,6,0,4,1,21,56,2,1,5
49,2,Walk,Finance,Bachelor,1,Full-Time,Female,25,TRUE,Mid,1,Single,9,0,1,5,1,11,42,4,2,4
47,1,Walk,Finance,Bachelor,1,Full-Time,Female,4,TRUE,Senior,1,Divorced,8,4,0,6,1,19,42,2,3,3
39,1,Walk,Finance,Bachelor,1,Full-Time,Female,17,TRUE,Senior,3,Single,5,5,1,5,1,16,48,2,2,2
25,1,Walk,Finance,Bachelor,1,Full-Time,Male,3,FALSE,Junior,3,Married,1,0,1,6,1,6,22,1,1,1
74,3,Walk,Finance,Bachelor,3,Full-Time,Male,8,FALSE,Junior,9,Single,2,0,3,21,3,23,64,9,8,13
57,2,Walk,Finance,Bachelor,1,Full-Time,Male,9,FALSE,Lead,2,Married,11,7,0,6,2,22,54,2,5,2
145,4,Walk,Finance,Bachelor,4,Full-Time,Male,37,FALSE,Mid,13,Married,17,0,7,32,11,49,138,12,15,12
32,1,Walk,Finance,Bachelor,1,Full-Time,Male,10,FALSE,Senior,3,Married,3,5,3,8,2,17,45,1,1,5
25,1,Walk,Finance,Bachelor,1,Full-Time,Male,3,TRUE,Junior,1,Single,1,0,0,8,2,5,22,2,1,1
38,1,Walk,Finance,Bachelor,1,Full-Time,Male,16,TRUE,Mid,1,Married,5,0,2,6,1,13,38,3,1,3
78,2,Walk,Finance,Bachelor,2,Full-Time,Male,27,TRUE,Senior,7,Married,10,14,5,14,6,32,94,9,9,7
76,4,Walk,Finance,Bachelor,2,Full-Time,Other,31,FALSE,Mid,8,Single,10,0,4,13,3,25,76,10,4,9
36,1,Walk,Finance,Bachelor,1,Full-Time,Other,14,FALSE,Senior,4,Single,4,5,2,9,2,21,47,2,3,2
25,1,Walk,Finance,Bachelor,1,Part-Time,Female,3,FALSE,Junior,4,Single,1,0,1,5,2,7,22,2,4,1
36,2,Walk,Finance,Bachelor,1,Part-Time,Male,7,FALSE,Mid,1,Divorced,4,0,2,7,2,12,34,1,2,4
58,4,Walk,Finance,Bachelor,2,Part-Time,Male,13,FALSE,Mid,10,Married,4,0,4,14,4,22,66,10,9,2
47,2,Walk,Finance,Bachelor,1,Part-Time,Male,16,FALSE,Senior,2,Married,8,2,2,7,3,19,48,1,5,1
35,2,Walk,Finance,Bachelor,1,Part-Time,Male,6,FALSE,Senior,1,Single,4,1,0,7,4,23,43,1,1,5
34,2,Walk,Finance,Bachelor,1,Part-Time,Male,12,TRUE,Senior,3,Married,4,8,1,8,1,25,46,4,1,4
24,2,Walk,Finance,High School,1,Contract,Female,2,FALSE,Junior,4,Single,0,0,3,4,3,7,21,1,5,1
26,1,Walk,Finance,High School,1,Full-Time,Female,3,FALSE,Junior,3,Single,1,0,3,6,1,10,22,1,1,2
22,2,Walk,Finance,High School,1,Full-Time,Male,0,FALSE,Intern/Fresher,4,Single,0,0,2,6,1,25,10,2,5,3
22,1,Walk,Finance,High School,1,Full-Time,Male,0,FALSE,Junior,5,Single,0,0,2,9,1,9,20,4,3,1
23,1,Walk,Finance,High School,1,Full-Time,Male,1,TRUE,Intern/Fresher,1,Single,0,0,3,6,1,26,10,5,1,4
22,1,Walk,Finance,High School,1,Part-Time,Male,0,FALSE,Intern/Fresher,5,Single,0,0,2,7,1,21,10,5,2,5
41,1,Walk,Finance,Master,1,Contract,Female,8,FALSE,Senior,4,Divorced,6,5,3,6,1,23,44,4,2,1
41,2,Walk,Finance,Master,1,Contract,Male,19,FALSE,Lead,5,Married,6,5,3,8,2,28,60,4,4,5
51,2,Walk,Finance,Master,1,Full-Time,Female,15,FALSE,Lead,4,Divorced,9,8,2,7,2,20,58,5,4,2
44,2,Walk,Finance,Master,1,Full-Time,Female,6,FALSE,Senior,3,Married,7,7,3,7,5,20,43,5,3,5
29,2,Walk,Finance,Master,1,Full-Time,Female,7,TRUE,Mid,4,Single,2,0,1,10,1,14,34,3,4,1
44,1,Walk,Finance,Master,1,Full-Time,Female,11,TRUE,Senior,5,Married,7,4,3,5,3,18,46,1,1,4
29,2,Walk,Finance,Master,1,Full-Time,Male,5,FALSE,Mid,4,Single,2,0,2,6,1,11,32,2,3,1
39,1,Walk,Finance,Master,1,Full-Time,Male,10,FALSE,Senior,4,Married,5,4,2,6,1,25,45,1,5,1
54,1,Walk,Finance,Master,1,Part-Time,Female,22,FALSE,Senior,3,Married,10,7,3,7,1,17,51,2,4,4
50,2,Walk,Finance,Master,1,Part-Time,Male,3,FALSE,Senior,3,Married,9,9,2,6,1,25,42,5,2,2
26,1,Walk,HR,Bachelor,1,Contract,Female,4,FALSE,Junior,3,Single,1,0,2,6,2,5,22,2,3,3
52,1,Walk,HR,Bachelor,1,Full-Time,Female,19,FALSE,Lead,4,Divorced,10,8,3,8,1,20,60,3,3,4
81,2,Walk,HR,Bachelor,2,Full-Time,Female,22,FALSE,Mid,8,Married,12,0,5,15,3,24,71,7,7,4
40,2,Walk,HR,Bachelor,1,Full-Time,Female,8,FALSE,Senior,2,Married,6,8,3,8,3,20,44,2,3,1
45,2,Walk,HR,Bachelor,1,Full-Time,Female,4,TRUE,Mid,3,Divorced,7,0,3,7,1,10,32,3,1,2
32,1,Walk,HR,Bachelor,1,Full-Time,Male,10,FALSE,Senior,2,Married,3,5,1,6,1,18,45,1,4,3
22,2,Walk,HR,Bachelor,1,Part-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,1,8,1,22,10,3,3,1
38,2,Walk,HR,Bachelor,1,Part-Time,Female,13,FALSE,Mid,4,Married,5,0,2,5,1,15,36,5,5,3
38,1,Walk,HR,Bachelor,1,Part-Time,Female,16,FALSE,Senior,4,Married,5,3,3,8,1,16,48,1,2,2
23,1,Walk,HR,Bachelor,1,Part-Time,Male,1,FALSE,Junior,4,Single,0,0,3,6,1,10,20,4,3,1
31,1,Walk,HR,Bachelor,1,Part-Time,Male,9,FALSE,Senior,1,Married,3,3,3,6,3,23,44,1,5,4
37,1,Walk,HR,Master,1,Full-Time,Female,6,FALSE,Senior,5,Married,5,9,2,5,3,25,43,5,2,2
59,2,Walk,HR,Master,1,Full-Time,Male,17,FALSE,Senior,5,Married,12,4,1,6,2,18,48,1,2,3
52,1,Walk,HR,Master,1,Full-Time,Other,14,FALSE,Senior,3,Single,10,3,0,8,1,24,47,2,3,1
41,2,Walk,HR,Master,1,Part-Time,Female,3,FALSE,Mid,5,Married,6,0,2,7,2,11,32,1,4,1
47,2,Walk,HR,PhD,1,Full-Time,Female,5,FALSE,Lead,4,Married,8,3,3,8,3,25,52,3,3,4
22,2,Walk,IT,Bachelor,1,Contract,Female,0,FALSE,Junior,4,Single,0,0,2,8,1,8,20,1,1,2
28,1,Walk,IT,Bachelor,1,Contract,Male,6,FALSE,Senior,5,Married,2,7,2,9,1,17,43,4,5,4
47,2,Walk,IT,Bachelor,2,Contract,Male,3,TRUE,Junior,3,Single,1,0,3,17,3,12,42,3,9,9
37,1,Walk,IT,Bachelor,1,Contract,Male,3,TRUE,Mid,4,Married,5,0,1,7,2,13,32,1,5,1
36,2,Walk,IT,Bachelor,1,Contract,Male,14,TRUE,Mid,3,Single,4,0,3,7,1,14,37,1,1,3
94,4,Walk,IT,Bachelor,3,Contract,Male,28,TRUE,Senior,10,Married,9,19,7,17,3,59,134,11,7,8
23,1,Walk,IT,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,4,8,1,30,10,2,4,3
38,1,Walk,IT,Bachelor,1,Full-Time,Female,16,TRUE,Mid,1,Married,5,0,3,7,4,12,38,5,2,5
24,1,Walk,IT,Bachelor,1,Full-Time,Female,2,TRUE,Mid,5,Single,0,0,2,7,1,13,31,5,5,3
44,3,Walk,IT,Bachelor,2,Full-Time,Male,0,FALSE,Intern/Fresher,6,Single,0,0,4,13,3,42,20,5,8,5
26,2,Walk,IT,Bachelor,1,Full-Time,Male,4,FALSE,Junior,5,Married,1,0,2,7,2,10,22,2,1,1
22,2,Walk,IT,Bachelor,1,Full-Time,Male,0,FALSE,Junior,4,Single,0,0,0,5,1,10,20,5,4,3
30,1,Walk,IT,Bachelor,1,Full-Time,Male,8,FALSE,Mid,1,Married,2,0,3,8,1,13,34,2,1,5
29,1,Walk,IT,Bachelor,1,Full-Time,Male,7,FALSE,Mid,5,Single,2,0,3,8,1,12,34,4,5,2
84,3,Walk,IT,Bachelor,2,Full-Time,Male,33,FALSE,Senior,9,Married,13,6,4,17,2,47,96,4,10,7
22,1,Walk,IT,Bachelor,1,Full-Time,Male,0,TRUE,Intern/Fresher,4,Single,0,0,0,8,2,25,10,3,5,1
28,2,Walk,IT,Bachelor,1,Full-Time,Male,4,TRUE,Junior,5,Single,2,0,1,7,1,8,22,5,4,2
53,1,Walk,IT,Bachelor,1,Full-Time,Male,7,TRUE,Lead,1,Divorced,10,9,1,7,1,20,54,1,4,4
233,7,Walk,IT,Bachelor,5,Full-Time,Male,54,TRUE,Lead,11,Married,40,25,7,37,12,123,276,12,11,15
33,2,Walk,IT,Bachelor,1,Full-Time,Male,11,TRUE,Mid,4,Divorced,3,0,2,6,1,11,36,3,5,4
151,6,Walk,IT,Bachelor,4,Full-Time,Male,51,TRUE,Mid,16,Married,20,0,7,29,7,50,145,13,10,8
62,3,Walk,IT,Bachelor,2,Full-Time,Male,18,TRUE,Mid,5,Single,6,0,3,12,7,23,70,8,9,6
138,6,Walk,IT,Bachelor,4,Full-Time,Male,49,TRUE,Senior,6,Married,14,20,9,27,7,69,185,13,9,18
32,1,Walk,IT,Bachelor,1,Full-Time,Male,9,TRUE,Senior,1,Single,3,6,3,7,3,22,44,1,1,4
47,2,Walk,IT,Bachelor,1,Part-Time,Female,25,FALSE,Senior,5,Married,8,8,3,6,1,19,52,5,4,2
22,1,Walk,IT,Bachelor,1,Part-Time,Female,0,TRUE,Junior,4,Single,0,0,1,5,2,9,20,4,2,1
53,2,Walk,IT,Bachelor,1,Part-Time,Female,27,TRUE,Lead,4,Divorced,10,6,2,7,1,27,64,1,2,1
30,1,Walk,IT,Bachelor,1,Part-Time,Female,8,TRUE,Mid,4,Married,2,0,3,9,3,15,34,5,4,2
87,2,Walk,IT,Bachelor,2,Part-Time,Male,43,FALSE,Senior,6,Married,13,3,5,13,4,43,101,8,9,4
22,2,Walk,IT,Bachelor,1,Part-Time,Male,0,TRUE,Intern/Fresher,1,Single,0,0,1,8,3,22,10,5,3,5
103,7,Walk,IT,Bachelor,4,Part-Time,Male,15,TRUE,Junior,14,Single,4,0,6,31,5,31,88,15,13,11
53,2,Walk,IT,Bachelor,1,Part-Time,Male,18,TRUE,Lead,4,Divorced,10,4,2,8,1,25,59,5,4,4
93,3,Walk,IT,Bachelor,2,Part-Time,Male,21,TRUE,Lead,6,Married,16,16,4,14,4,53,111,5,5,8
110,5,Walk,IT,Bachelor,3,Part-Time,Male,36,TRUE,Mid,8,Married,14,0,6,20,3,35,109,4,14,12
132,5,Walk,IT,Bachelor,3,Part-Time,Male,34,TRUE,Senior,9,Married,21,15,9,17,3,66,137,11,10,9
